# Target Sample Rate: 200 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2025-11-06 23:43:56.086
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
23:45:43:022,-0.0014,0.0091,-0.0010,0.01
23:45:43:038,-0.0061,0.0137,0.0038,0.02
23:45:43:047,0.0082,0.0089,0.0132,0.02
23:45:43:052,0.0033,-0.0054,-0.0059,0.01
23:45:43:066,-0.0014,-0.0006,0.0084,0.01
23:45:43:072,-0.0014,-0.0007,-0.0010,0.00
23:45:43:086,0.0128,-0.0007,0.0085,0.02
23:45:43:106,-0.0015,-0.0007,-0.0011,0.00
23:45:43:125,-0.0063,0.0041,-0.0057,0.01
23:45:43:148,-0.0014,-0.0053,0.0086,0.01
23:45:43:169,-0.0013,-0.0004,-0.0057,0.01
23:45:43:186,0.0082,-0.0005,-0.0006,0.01
23:45:43:202,-0.0015,-0.0101,-0.0101,0.01
23:45:43:218,-0.0111,-0.0053,-0.0052,0.01
23:45:43:224,-0.0062,0.0042,0.0044,0.01
23:45:43:237,-0.0061,0.0089,-0.0099,0.01
23:45:43:237,0.0082,0.0041,-0.0050,0.01
23:45:43:239,0.0033,-0.0006,-0.0050,0.01
23:45:43:256,0.0080,0.0041,0.0093,0.01
23:45:43:273,0.0031,-0.0055,0.0091,0.01
23:45:43:291,-0.0114,-0.0102,-0.0101,0.02
23:45:43:307,-0.0019,0.0090,-0.0005,0.01
23:45:43:323,0.0030,-0.0053,-0.0004,0.01
23:45:43:340,0.0076,0.0043,-0.0051,0.01
23:45:43:356,-0.0020,-0.0004,0.0045,0.00
23:45:43:370,-0.0068,-0.0100,-0.0144,0.02
23:45:43:370,-0.0067,-0.0004,-0.0048,0.01
23:45:43:371,0.0076,-0.0004,-0.0048,0.01
23:45:43:388,0.0075,-0.0003,0.0096,0.01
23:45:43:405,-0.0021,0.0092,0.0001,0.01
23:45:43:420,-0.0020,-0.0098,-0.0045,0.01
23:45:43:436,-0.0021,-0.0002,0.0052,0.01
23:45:43:456,0.0027,-0.0003,0.0147,0.01
23:45:43:471,0.0027,-0.0098,0.0052,0.01
23:45:43:488,-0.0069,0.0093,0.0003,0.01
23:45:43:512,-0.0019,-0.0003,0.0051,0.01
23:45:43:525,0.0029,0.0092,0.0003,0.01
23:45:43:526,0.0029,-0.0099,-0.0092,0.01
23:45:43:529,0.0029,-0.0051,0.0099,0.01
23:45:43:535,-0.0018,0.0045,-0.0044,0.01
23:45:43:539,0.0029,-0.0003,-0.0091,0.01
23:45:43:549,0.0077,-0.0003,0.0004,0.01
23:45:43:549,0.0076,-0.0051,0.0004,0.01
23:45:43:555,0.0076,0.0044,-0.0043,0.01
23:45:43:568,-0.0019,-0.0004,0.0005,0.00
23:45:43:587,0.0075,-0.0005,-0.0092,0.01
23:45:43:605,-0.0022,-0.0052,-0.0043,0.01
23:45:43:623,-0.0020,-0.0005,-0.0042,0.00
23:45:43:637,0.0026,-0.0006,-0.0042,0.00
23:45:43:637,-0.0070,0.0042,0.0054,0.01
23:45:43:639,0.0027,0.0136,-0.0041,0.01
23:45:43:653,-0.0068,-0.0008,-0.0041,0.01
23:45:43:671,0.0028,-0.0009,-0.0041,0.01
23:45:43:688,-0.0020,0.0087,0.0053,0.01
23:45:43:705,-0.0067,0.0039,0.0006,0.01
23:45:43:722,0.0078,-0.0009,0.0005,0.01
23:45:43:738,0.0029,-0.0056,-0.0042,0.01
23:45:43:753,0.0078,-0.0055,0.0006,0.01
23:45:43:771,-0.0018,-0.0007,-0.0089,0.01
23:45:43:789,-0.0020,0.0041,0.0054,0.01
23:45:43:806,0.0028,-0.0007,-0.0040,0.00
23:45:43:822,-0.0018,0.0040,-0.0040,0.01
23:45:43:836,-0.0019,-0.0007,0.0009,0.00
23:45:43:837,0.0029,0.0041,-0.0039,0.01
23:45:43:840,-0.0018,-0.0008,0.0009,0.00
23:45:43:852,-0.0113,-0.0007,-0.0229,0.03
23:45:43:852,-0.0112,-0.0007,-0.0322,0.03
23:45:43:855,-0.0207,-0.0055,-0.0699,0.07
23:45:43:868,-0.0111,0.0041,-0.0693,0.07
23:45:43:885,0.0216,-0.0006,0.0823,0.09
23:45:43:891,-0.0258,-0.0102,-0.0701,0.08
23:45:43:902,-0.0161,-0.0054,-0.0458,0.05
23:45:43:902,-0.0018,-0.0006,-0.0027,0.00
23:45:43:906,0.0124,-0.0054,0.0306,0.03
23:45:43:918,0.0217,0.0089,0.0446,0.05
23:45:43:919,0.0072,-0.0102,0.0015,0.01
23:45:43:924,-0.0023,-0.0101,-0.0033,0.01
23:45:43:936,-0.0165,-0.0053,-0.0175,0.02
23:45:43:952,-0.0068,-0.0006,-0.0124,0.01
23:45:43:973,0.0025,0.0041,-0.0168,0.02
23:45:43:981,-0.0071,0.0040,-0.0024,0.01
23:45:43:986,0.0072,-0.0008,-0.0166,0.02
23:45:43:991,0.0023,0.0040,-0.0307,0.03
23:45:44:000,-0.0025,0.0088,-0.0210,0.02
23:45:44:001,0.0069,-0.0103,0.0030,0.01
23:45:44:006,0.0021,0.0040,0.0267,0.03
23:45:44:023,0.0115,-0.0008,0.0312,0.03
23:45:44:031,0.0016,0.0039,-0.0027,0.00
23:45:44:036,-0.0127,-0.0009,-0.0454,0.05
23:45:44:041,-0.0079,0.0087,-0.0213,0.02
23:45:44:052,0.0064,-0.0009,-0.0068,0.01
23:45:44:053,0.0063,-0.0009,0.0027,0.01
23:45:44:056,0.0110,-0.0008,0.0169,0.02
23:45:44:071,0.0110,-0.0009,0.0168,0.02
23:45:44:088,-0.0174,-0.0009,-0.0212,0.03
23:45:44:105,0.0065,-0.0008,0.0075,0.01
23:45:44:120,-0.0124,-0.0008,-0.0067,0.01
23:45:44:120,-0.0170,-0.0008,-0.0162,0.02
23:45:44:123,0.0069,-0.0008,-0.0113,0.01
23:45:44:137,-0.0027,-0.0008,-0.0159,0.02
23:45:44:155,0.0067,-0.0005,0.0033,0.01
23:45:44:176,0.0018,0.0042,-0.0014,0.00
23:45:44:190,-0.0028,-0.0008,-0.0058,0.01
23:45:44:190,0.0020,-0.0055,0.0037,0.01
23:45:44:192,-0.0028,-0.0007,-0.0010,0.00
23:45:44:206,0.0020,-0.0102,-0.0010,0.01
23:45:44:224,-0.0027,-0.0006,-0.0150,0.02
23:45:44:242,0.0116,-0.0006,0.0041,0.01
23:45:44:255,0.0065,0.0040,-0.0005,0.01
23:45:44:257,0.0017,-0.0103,-0.0147,0.02
23:45:44:257,-0.0031,-0.0055,-0.0004,0.01
23:45:44:272,0.0018,0.0040,0.0091,0.01
23:45:44:288,0.0017,-0.0007,-0.0053,0.01
23:45:44:304,0.0063,-0.0007,-0.0005,0.01
23:45:44:320,0.0064,-0.0008,-0.0006,0.01
23:45:44:337,0.0013,0.0086,0.0042,0.01
23:45:44:353,0.0108,-0.0009,-0.0054,0.01
23:45:44:358,0.0012,0.0039,-0.0053,0.01
23:45:44:369,0.0059,-0.0056,-0.0005,0.01
23:45:44:370,0.0059,-0.0056,0.0042,0.01
23:45:44:386,0.0010,0.0040,-0.0005,0.00
23:45:44:404,0.0057,-0.0009,0.0090,0.01
23:45:44:423,0.0011,-0.0057,0.0088,0.01
23:45:44:440,0.0011,-0.0057,0.0135,0.01
23:45:44:458,0.0009,-0.0056,0.0086,0.01
23:45:44:463,-0.0036,-0.0009,-0.0244,0.02
23:45:44:469,0.0011,0.0086,-0.0052,0.01
23:45:44:474,0.0011,0.0085,-0.0099,0.01
23:45:44:488,0.0105,0.0085,0.0187,0.02
23:45:44:507,0.0009,-0.0012,0.0038,0.00
23:45:44:522,-0.0085,-0.0061,-0.0295,0.03
23:45:44:537,0.0199,-0.0015,0.0184,0.03
23:45:44:555,0.0006,0.0032,0.0039,0.01
23:45:44:573,0.0005,0.0032,0.0132,0.01
23:45:44:589,-0.0135,0.0031,-0.0151,0.02
23:45:44:606,-0.0132,-0.0018,-0.0242,0.03
23:45:44:621,0.0105,0.0077,0.0184,0.02
23:45:44:637,-0.0086,0.0028,-0.0197,0.02
23:45:44:653,-0.0038,0.0028,0.0044,0.01
23:45:44:659,-0.0086,0.0028,0.0043,0.01
23:45:44:670,-0.0038,0.0076,-0.0005,0.01
23:45:44:671,0.0058,-0.0020,0.0043,0.01
23:45:44:674,0.0104,-0.0019,0.0137,0.02
23:45:44:687,-0.0086,0.0029,-0.0006,0.01
23:45:44:689,-0.0038,0.0029,-0.0006,0.00
23:45:44:690,-0.0038,-0.0018,-0.0101,0.01
23:45:44:703,-0.0085,-0.0018,0.0090,0.01
23:45:44:709,0.0012,-0.0017,0.0042,0.00
23:45:44:721,-0.0083,-0.0017,-0.0101,0.01
23:45:44:722,-0.0034,-0.0017,-0.0052,0.01
23:45:44:724,0.0061,-0.0016,-0.0052,0.01
23:45:44:740,0.0013,-0.0111,-0.0004,0.01
23:45:44:756,-0.0033,0.0033,0.0043,0.01
23:45:44:771,-0.0032,0.0032,-0.0053,0.01
23:45:44:794,0.0016,-0.0015,0.0043,0.00
23:45:44:812,-0.0032,-0.0015,-0.0052,0.01
23:45:44:829,0.0016,0.0127,-0.0193,0.02
23:45:44:844,0.0061,-0.0018,0.0142,0.02
23:45:44:860,-0.0033,-0.0065,-0.0001,0.01
23:45:44:876,-0.0081,-0.0016,0.0001,0.01
23:45:44:893,0.0062,-0.0064,-0.0047,0.01
23:45:44:909,0.0014,-0.0016,0.0143,0.01
23:45:44:924,-0.0082,-0.0015,0.0001,0.01
23:45:44:939,0.0060,0.0032,0.0000,0.01
23:45:44:940,0.0012,-0.0016,0.0095,0.01
23:45:44:945,0.0012,0.0079,0.0190,0.02
23:45:44:946,0.0012,0.0031,-0.0002,0.00
23:45:44:956,0.0107,-0.0016,0.0046,0.01
23:45:44:957,0.0058,-0.0111,0.0093,0.02
23:45:44:960,0.0011,0.0032,0.0044,0.01
23:45:44:973,-0.0038,-0.0017,-0.0051,0.01
23:45:44:973,-0.0085,0.0031,-0.0003,0.01
23:45:44:976,0.0059,-0.0017,-0.0051,0.01
23:45:44:993,0.0011,-0.0017,-0.0003,0.00
23:45:45:007,-0.0085,-0.0063,0.0044,0.01
23:45:45:008,0.0010,-0.0014,0.0091,0.01
23:45:45:010,0.0058,-0.0014,0.0090,0.01
23:45:45:033,0.0058,0.0081,0.0089,0.01
23:45:45:054,0.0105,0.0081,0.0039,0.01
23:45:45:067,-0.0037,0.0033,0.0038,0.01
23:45:45:067,0.0011,-0.0015,-0.0010,0.00
23:45:45:070,-0.0036,0.0079,-0.0152,0.02
23:45:45:075,0.0011,-0.0065,-0.0198,0.02
23:45:45:088,0.0011,0.0031,-0.0101,0.01
23:45:45:089,0.0106,-0.0064,0.0185,0.02
23:45:45:091,0.0105,0.0032,0.0088,0.01
23:45:45:107,0.0057,0.0031,0.0182,0.02
23:45:45:126,-0.0084,0.0032,-0.0057,0.01
23:45:45:143,0.0058,-0.0016,0.0085,0.01
23:45:45:158,0.0013,-0.0015,-0.0105,0.01
23:45:45:159,0.0108,0.0080,-0.0152,0.02
23:45:45:160,0.0060,0.0080,0.0182,0.02
23:45:45:174,-0.0081,0.0079,-0.0153,0.02
23:45:45:193,-0.0030,-0.0016,-0.0340,0.03
23:45:45:210,0.0066,0.0030,-0.0001,0.01
23:45:45:225,0.0063,0.0028,0.0187,0.02
23:45:45:242,-0.0031,-0.0020,-0.0053,0.01
23:45:45:261,0.0112,-0.0019,0.0089,0.01
23:45:45:274,-0.0032,-0.0067,-0.0007,0.01
23:45:45:275,0.0016,0.0029,0.0040,0.01
23:45:45:277,-0.0032,-0.0067,-0.0006,0.01
23:45:45:289,0.0016,-0.0067,-0.0053,0.01
23:45:45:291,0.0111,-0.0018,0.0090,0.01
23:45:45:292,0.0016,-0.0065,0.0089,0.01
23:45:45:306,-0.0127,-0.0160,-0.0007,0.02
23:45:45:307,-0.0078,-0.0016,-0.0054,0.01
23:45:45:307,-0.0076,0.0079,-0.0101,0.01
23:45:45:323,-0.0028,0.0031,-0.0053,0.01
23:45:45:343,0.0113,-0.0016,-0.0007,0.01
23:45:45:358,-0.0030,-0.0014,-0.0101,0.01
23:45:45:373,-0.0027,-0.0013,-0.0100,0.01
23:45:45:389,-0.0027,-0.0014,-0.0005,0.00
23:45:45:406,0.0021,0.0035,-0.0004,0.00
23:45:45:423,-0.0028,-0.0014,-0.0004,0.00
23:45:45:427,0.0020,-0.0015,-0.0098,0.01
23:45:45:438,-0.0027,0.0032,-0.0002,0.00
23:45:45:440,0.0020,-0.0063,0.0093,0.01
23:45:45:443,-0.0027,0.0079,0.0044,0.01
23:45:45:455,0.0069,0.0078,0.0044,0.01
23:45:45:457,-0.0074,0.0030,-0.0099,0.01
23:45:45:458,-0.0026,-0.0112,-0.0050,0.01
23:45:45:479,-0.0026,-0.0016,-0.0050,0.01
23:45:45:488,0.0071,-0.0113,0.0044,0.01
23:45:45:493,0.0023,-0.0017,0.0091,0.01
23:45:45:507,0.0023,0.0078,0.0043,0.01
23:45:45:526,0.0023,-0.0018,-0.0005,0.00
23:45:45:548,0.0021,0.0030,0.0042,0.01
23:45:45:564,-0.0029,-0.0110,0.0041,0.01
23:45:45:573,0.0018,0.0035,-0.0104,0.01
23:45:45:579,0.0018,-0.0013,-0.0008,0.00
23:45:45:590,-0.0077,0.0082,-0.0055,0.01
23:45:45:609,-0.0029,0.0081,0.0038,0.01
23:45:45:630,-0.0029,-0.0014,-0.0009,0.00
23:45:45:649,-0.0028,0.0035,-0.0056,0.01
23:45:45:654,0.0020,-0.0061,-0.0152,0.02
23:45:45:671,-0.0027,-0.0013,-0.0008,0.00
23:45:45:679,0.0069,0.0082,0.0088,0.01
23:45:45:690,-0.0026,0.0081,0.0040,0.01
23:45:45:692,0.0022,-0.0014,-0.0008,0.00
23:45:45:694,0.0022,0.0034,0.0135,0.01
23:45:45:714,0.0022,-0.0014,0.0039,0.00
23:45:45:737,-0.0024,-0.0107,-0.0103,0.02
23:45:45:756,0.0073,0.0037,0.0039,0.01
23:45:45:773,-0.0163,-0.0057,-0.0197,0.03
23:45:45:790,0.0078,0.0086,0.0143,0.02
23:45:45:807,0.0031,-0.0106,-0.0048,0.01
23:45:45:824,0.0030,0.0084,-0.0095,0.01
23:45:45:841,0.0031,-0.0012,-0.0093,0.01
23:45:45:857,0.0031,-0.0060,-0.0043,0.01
23:45:45:874,0.0030,-0.0012,-0.0137,0.01
23:45:45:891,-0.0017,0.0084,-0.0183,0.02
23:45:45:910,0.0080,-0.0013,-0.0085,0.01
23:45:45:926,0.0030,-0.0012,0.0103,0.01
23:45:45:941,-0.0017,0.0035,0.0056,0.01
23:45:45:960,0.0080,-0.0062,-0.0085,0.01
23:45:45:967,-0.0063,0.0034,-0.0036,0.01
23:45:45:977,0.0032,-0.0061,0.0012,0.01
23:45:45:978,-0.0015,-0.0014,-0.0131,0.01
23:45:45:996,-0.0015,-0.0061,-0.0082,0.01
23:45:46:013,-0.0014,0.0034,0.0016,0.00
23:45:46:031,-0.0015,-0.0016,0.0062,0.01
23:45:46:048,-0.0108,0.0033,0.0014,0.01
23:45:46:065,0.0037,-0.0016,0.0157,0.02
23:45:46:081,-0.0011,0.0079,-0.0035,0.01
23:45:46:096,0.0084,-0.0016,-0.0081,0.01
23:45:46:096,-0.0060,0.0031,-0.0081,0.01
23:45:46:097,-0.0060,-0.0064,-0.0175,0.02
23:45:46:108,0.0035,-0.0065,-0.0032,0.01
23:45:46:110,-0.0059,0.0078,-0.0079,0.01
23:45:46:122,0.0036,-0.0018,-0.0031,0.01
23:45:46:143,0.0036,-0.0066,0.0017,0.01
23:45:46:160,0.0035,0.0078,0.0015,0.01
23:45:46:177,-0.0061,-0.0018,0.0014,0.01
23:45:46:193,0.0081,-0.0018,-0.0032,0.01
23:45:46:209,-0.0063,-0.0017,-0.0032,0.01
23:45:46:226,0.0034,-0.0018,0.0014,0.00
23:45:46:231,-0.0060,-0.0017,-0.0032,0.01
23:45:46:242,0.0082,0.0030,0.0016,0.01
23:45:46:244,0.0129,-0.0065,0.0158,0.02
23:45:46:246,0.0127,0.0077,0.0109,0.02
23:45:46:258,0.0031,0.0030,0.0156,0.02
23:45:46:259,0.0031,-0.0066,-0.0035,0.01
23:45:46:262,-0.0017,-0.0018,-0.0035,0.00
23:45:46:275,-0.0017,0.0077,-0.0082,0.01
23:45:46:275,-0.0112,0.0029,0.0013,0.01
23:45:46:276,-0.0016,-0.0066,0.0061,0.01
23:45:46:281,-0.0015,0.0030,0.0013,0.00
23:45:46:292,-0.0062,-0.0113,0.0060,0.01
23:45:46:293,-0.0014,-0.0065,0.0012,0.01
23:45:46:297,0.0034,-0.0064,0.0012,0.01
23:45:46:307,-0.0013,-0.0016,-0.0036,0.00
23:45:46:307,-0.0013,-0.0064,-0.0035,0.01
23:45:46:311,0.0035,0.0032,-0.0035,0.01
23:45:46:331,-0.0060,0.0079,0.0013,0.01
23:45:46:346,-0.0013,-0.0063,0.0061,0.01
23:45:46:351,-0.0060,0.0033,-0.0084,0.01
23:45:46:357,-0.0012,-0.0014,0.0012,0.00
23:45:46:361,-0.0107,-0.0062,-0.0083,0.01
23:45:46:374,0.0036,-0.0062,-0.0130,0.01
23:45:46:374,-0.0058,0.0034,0.0014,0.01
23:45:46:394,0.0083,-0.0015,0.0061,0.01
23:45:46:415,-0.0060,-0.0013,-0.0034,0.01
23:45:46:431,0.0036,0.0083,-0.0034,0.01
23:45:46:437,0.0085,-0.0013,-0.0033,0.01
23:45:46:443,-0.0011,-0.0012,-0.0032,0.00
23:45:46:447,0.0084,-0.0060,-0.0127,0.02
23:45:46:458,-0.0011,0.0178,-0.0031,0.02
23:45:46:460,0.0036,0.0034,0.0064,0.01
23:45:46:463,-0.0012,-0.0014,0.0064,0.01
23:45:46:478,-0.0059,-0.0015,0.0016,0.01
23:45:46:499,0.0037,0.0080,-0.0078,0.01
23:45:46:515,-0.0057,-0.0065,-0.0030,0.01
23:45:46:523,-0.0012,0.0032,-0.0078,0.01
23:45:46:528,-0.0012,-0.0016,0.0018,0.00
23:45:46:541,-0.0059,-0.0063,-0.0125,0.02
23:45:46:547,0.0037,-0.0015,-0.0028,0.00
23:45:46:562,-0.0011,-0.0015,0.0019,0.00
23:45:46:582,-0.0058,-0.0062,0.0114,0.01
23:45:46:598,-0.0009,-0.0017,-0.0077,0.01
23:45:46:609,0.0085,0.0174,0.0020,0.02
23:45:46:613,-0.0011,-0.0018,0.0020,0.00
23:45:46:623,-0.0010,0.0029,-0.0075,0.01
23:45:46:623,-0.0010,-0.0019,-0.0027,0.00
23:45:46:627,0.0085,-0.0019,-0.0074,0.01
23:45:46:650,-0.0058,0.0030,0.0021,0.01
23:45:46:669,-0.0012,-0.0018,-0.0121,0.01
23:45:46:678,-0.0059,0.0029,-0.0023,0.01
23:45:46:692,0.0036,-0.0066,-0.0165,0.02
23:45:46:698,-0.0058,0.0030,-0.0115,0.01
23:45:46:715,-0.0105,0.0078,-0.0161,0.02
23:45:46:735,-0.0009,0.0029,-0.0158,0.02
23:45:46:753,0.0086,-0.0066,-0.0200,0.02
23:45:46:772,-0.0056,0.0077,-0.0242,0.03
23:45:46:788,0.0040,-0.0020,-0.0236,0.02
23:45:46:804,-0.0010,0.0027,-0.0229,0.02
23:45:46:822,-0.0007,-0.0067,-0.0223,0.02
23:45:46:837,-0.0007,0.0029,-0.0312,0.03
23:45:46:853,-0.0007,-0.0019,-0.0161,0.02
23:45:46:870,0.0041,-0.0018,-0.0297,0.03
23:45:46:879,0.0088,-0.0066,-0.0191,0.02
23:45:46:893,-0.0056,0.0078,-0.0142,0.02
23:45:46:899,0.0040,0.0031,-0.0232,0.02
23:45:46:914,-0.0055,-0.0016,-0.0230,0.02
23:45:46:934,-0.0009,-0.0016,-0.0271,0.03
23:45:46:952,0.0088,0.0031,-0.0215,0.02
23:45:46:959,-0.0009,0.0079,-0.0301,0.03
23:45:46:965,0.0038,0.0031,-0.0109,0.01
23:45:46:975,0.0038,0.0030,-0.0013,0.01
23:45:46:977,0.0038,-0.0018,-0.0013,0.00
23:45:46:984,0.0037,-0.0017,-0.0060,0.01
23:45:46:986,-0.0010,-0.0064,-0.0297,0.03
23:45:47:006,-0.0105,-0.0063,-0.0295,0.03
23:45:47:025,0.0087,0.0033,-0.0192,0.02
23:45:47:044,-0.0011,-0.0015,-0.0045,0.00
23:45:47:061,-0.0058,-0.0015,-0.0279,0.03
23:45:47:080,0.0087,-0.0061,-0.0084,0.01
23:45:47:099,-0.0008,0.0035,-0.0129,0.01
23:45:47:114,0.0039,0.0034,-0.0028,0.01
23:45:47:131,-0.0009,-0.0060,-0.0075,0.01
23:45:47:148,-0.0057,-0.0059,-0.0073,0.01
23:45:47:164,-0.0057,-0.0059,-0.0071,0.01
23:45:47:181,0.0086,-0.0011,-0.0023,0.01
23:45:47:198,0.0085,0.0037,-0.0070,0.01
23:45:47:215,0.0036,0.0084,-0.0069,0.01
23:45:47:234,-0.0060,-0.0012,-0.0068,0.01
23:45:47:241,0.0035,-0.0059,-0.0020,0.01
23:45:47:246,-0.0012,-0.0058,0.0028,0.01
23:45:47:261,0.0082,0.0085,-0.0020,0.01
23:45:47:285,-0.0013,0.0036,0.0076,0.01
23:45:47:304,-0.0013,-0.0012,0.0075,0.01
23:45:47:311,0.0034,0.0035,0.0073,0.01
23:45:47:316,0.0081,-0.0060,-0.0022,0.01
23:45:47:327,-0.0015,-0.0154,0.0073,0.02
23:45:47:329,0.0032,-0.0010,0.0025,0.00
23:45:47:331,0.0032,-0.0058,0.0024,0.01
23:45:47:349,-0.0063,-0.0010,0.0024,0.01
23:45:47:366,-0.0015,0.0038,0.0023,0.00
23:45:47:371,-0.0018,0.0036,0.0070,0.01
23:45:47:376,0.0030,-0.0012,0.0117,0.01
23:45:47:382,0.0029,0.0035,0.0116,0.01
23:45:47:395,-0.0018,-0.0013,0.0020,0.00
23:45:47:395,0.0030,-0.0013,0.0067,0.01
23:45:47:421,0.0076,-0.0060,0.0018,0.01
23:45:47:426,-0.0020,-0.0106,0.0016,0.01
23:45:47:432,0.0028,-0.0105,0.0015,0.01
23:45:47:445,-0.0020,0.0039,0.0063,0.01
23:45:47:445,-0.0020,-0.0010,0.0062,0.01
23:45:47:446,0.0075,-0.0009,0.0157,0.02
23:45:47:468,0.0027,0.0086,0.0203,0.02
23:45:47:483,-0.0116,-0.0011,0.0102,0.02
23:45:47:492,0.0029,0.0037,0.0003,0.00
23:45:47:497,-0.0067,0.0132,-0.0092,0.02
23:45:47:502,-0.0019,-0.0012,0.0051,0.01
23:45:47:513,-0.0066,-0.0107,0.0051,0.01
23:45:47:537,0.0126,-0.0011,0.0099,0.02
23:45:47:555,0.0030,0.0037,0.0046,0.01
23:45:47:562,0.0078,-0.0011,0.0139,0.02
23:45:47:567,0.0030,0.0037,0.0185,0.02
23:45:47:578,0.0077,-0.0011,0.0041,0.01
23:45:47:578,0.0124,0.0037,0.0041,0.01
23:45:47:582,0.0028,-0.0011,-0.0102,0.01
23:45:47:598,-0.0020,-0.0012,-0.0149,0.02
23:45:47:616,-0.0019,-0.0010,0.0136,0.01
23:45:47:633,-0.0066,-0.0011,-0.0009,0.01
23:45:47:642,0.0029,-0.0058,-0.0057,0.01
23:45:47:647,0.0029,0.0037,0.0134,0.01
23:45:47:664,0.0028,-0.0058,0.0133,0.01
23:45:47:687,0.0029,-0.0055,0.0082,0.01
23:45:47:704,0.0030,0.0039,-0.0015,0.01
23:45:47:712,0.0030,-0.0055,0.0173,0.02
23:45:47:718,-0.0018,0.0040,0.0077,0.01
23:45:47:730,-0.0018,0.0039,0.0076,0.01
23:45:47:753,-0.0018,-0.0055,0.0074,0.01
23:45:47:769,-0.0065,-0.0007,0.0120,0.01
23:45:47:778,0.0032,-0.0055,0.0023,0.01
23:45:47:783,-0.0017,-0.0007,-0.0072,0.01
23:45:47:794,-0.0064,-0.0102,0.0071,0.01
23:45:47:794,-0.0064,-0.0005,0.0118,0.01
23:45:47:799,-0.0111,0.0042,0.0022,0.01
23:45:47:816,0.0033,-0.0053,0.0164,0.02
23:45:47:834,-0.0015,-0.0053,0.0162,0.02
23:45:47:843,0.0032,0.0042,0.0064,0.01
23:45:47:848,0.0032,-0.0053,0.0111,0.01
23:45:47:863,-0.0016,0.0042,0.0063,0.01
23:45:47:868,-0.0017,-0.0006,-0.0035,0.00
23:45:47:887,0.0126,-0.0007,0.0108,0.02
23:45:47:908,-0.0017,-0.0007,0.0059,0.01
23:45:47:928,0.0030,0.0042,0.0058,0.01
23:45:47:945,-0.0018,0.0042,0.0056,0.01
23:45:47:960,0.0029,-0.0005,0.0147,0.02
23:45:47:968,-0.0066,-0.0054,0.0001,0.01
23:45:47:978,-0.0065,0.0089,0.0096,0.01
23:45:47:979,0.0078,0.0040,0.0095,0.01
23:45:47:983,0.0030,-0.0008,-0.0000,0.00
23:45:47:998,0.0029,-0.0055,0.0189,0.02
23:45:48:008,-0.0017,-0.0007,-0.0004,0.00
23:45:48:008,0.0030,-0.0054,0.0044,0.01
23:45:48:025,-0.0017,-0.0007,-0.0004,0.00
23:45:48:034,0.0079,-0.0008,0.0136,0.02
23:45:48:054,-0.0111,-0.0008,0.0088,0.01
23:45:48:065,-0.0062,-0.0008,0.0134,0.01
23:45:48:077,0.0033,-0.0008,0.0085,0.01
23:45:48:084,-0.0062,0.0039,0.0083,0.01
23:45:48:095,-0.0062,0.0086,0.0035,0.01
23:45:48:096,-0.0014,0.0038,0.0177,0.02
23:45:48:099,0.0034,0.0038,0.0080,0.01
23:45:48:114,-0.0014,-0.0057,0.0175,0.02
23:45:48:133,-0.0013,0.0087,0.0126,0.02
23:45:48:151,-0.0014,-0.0008,-0.0021,0.00
23:45:48:168,0.0034,-0.0054,0.0073,0.01
23:45:48:183,0.0130,-0.0006,0.0023,0.01
23:45:48:183,0.0082,0.0089,0.0166,0.02
23:45:48:183,0.0034,0.0088,0.0117,0.02
23:45:48:201,0.0082,0.0040,0.0162,0.02
23:45:48:217,0.0081,0.0038,0.0017,0.01
23:45:48:234,0.0034,-0.0057,0.0110,0.01
23:45:48:251,-0.0014,-0.0057,0.0059,0.01
23:45:48:266,-0.0060,-0.0009,0.0059,0.01
23:45:48:266,-0.0012,0.0039,0.0153,0.02
23:45:48:267,0.0036,0.0086,0.0010,0.01
23:45:48:299,-0.0011,-0.0105,0.0009,0.01
23:45:48:336,0.0037,-0.0055,0.0104,0.01
23:45:48:360,-0.0012,0.0041,0.0055,0.01
23:45:48:384,0.0036,-0.0055,-0.0043,0.01
23:45:48:403,-0.0108,0.0040,0.0051,0.01
23:45:48:422,0.0084,0.0041,0.0001,0.01
23:45:48:452,-0.0012,-0.0006,0.0048,0.01
23:45:48:461,0.0036,-0.0103,-0.0047,0.01
23:45:48:467,0.0083,-0.0055,0.0096,0.01
23:45:48:479,0.0035,-0.0054,-0.0000,0.01
23:45:48:486,-0.0060,-0.0008,0.0047,0.01
23:45:48:503,-0.0012,-0.0008,-0.0048,0.00
23:45:48:526,-0.0059,0.0040,0.0047,0.01
23:45:48:547,-0.0009,0.0085,0.0093,0.01
23:45:48:565,0.0039,-0.0058,-0.0004,0.01
23:45:48:584,0.0039,-0.0104,0.0139,0.02
23:45:48:602,0.0086,-0.0009,0.0089,0.01
23:45:48:619,-0.0009,-0.0151,-0.0009,0.02
23:45:48:637,0.0039,0.0041,0.0087,0.01
23:45:48:653,-0.0011,-0.0008,-0.0012,0.00
23:45:48:668,0.0037,-0.0009,0.0035,0.01
23:45:48:684,-0.0010,0.0039,0.0034,0.01
23:45:48:701,0.0036,-0.0057,-0.0015,0.01
23:45:48:716,-0.0011,-0.0057,0.0080,0.01
23:45:48:733,0.0036,-0.0058,0.0079,0.01
